seq_id,cluster,source
5269,clean,pubmed-clean
5270,clean,pubmed-clean
5271,noised,pubmed-noised
5272,clean,pubmed-clean
5273,clean,pubmed-clean
5274,clean,pubmed-clean
5275,noised,pubmed-noised
5276,noised,pubmed-noised
5277,repetitive,pubmed-repetitive
5278,noised,pubmed-noised
5279,clean,pubmed-clean
5280,clean,pubmed-clean
5281,repetitive,pubmed-repetitive
5282,clean,pubmed-clean
5283,clean,pubmed-clean
5284,repetitive,pubmed-repetitive
5285,clean,pubmed-clean
5286,clean,pubmed-clean
5287,clean,pubmed-clean
5288,repetitive,pubmed-repetitive
5289,clean,pubmed-clean
5290,noised,pubmed-noised
5291,noised,pubmed-noised
5292,repetitive,pubmed-repetitive
5293,noised,pubmed-noised
5294,repetitive,pubmed-repetitive
5295,clean,pubmed-clean
5296,clean,pubmed-clean
5297,noised,pubmed-noised
5298,repetitive,pubmed-repetitive
5299,noised,pubmed-noised
5300,clean,pubmed-clean
5301,noised,pubmed-noised
5302,clean,pubmed-clean
5303,clean,pubmed-clean
5304,clean,pubmed-clean
5305,noised,pubmed-noised
5306,clean,pubmed-clean
5307,noised,pubmed-noised
5308,repetitive,pubmed-repetitive
5309,noised,pubmed-noised
5310,clean,pubmed-clean
5311,clean,pubmed-clean
5312,clean,pubmed-clean
5313,repetitive,pubmed-repetitive
5314,clean,pubmed-clean
5315,repetitive,pubmed-repetitive
5316,clean,pubmed-clean
5317,repetitive,pubmed-repetitive
5318,clean,pubmed-clean
5319,clean,pubmed-clean
5320,clean,pubmed-clean
5321,clean,pubmed-clean
5322,clean,pubmed-clean
5323,noised,pubmed-noised
5324,clean,pubmed-clean
5325,noised,pubmed-noised
5326,clean,pubmed-clean
5327,clean,pubmed-clean
5328,repetitive,pubmed-repetitive
5329,noised,pubmed-noised
5330,noised,pubmed-noised
5331,repetitive,pubmed-repetitive
5332,noised,pubmed-noised
5333,clean,pubmed-clean
5334,noised,pubmed-noised
5335,repetitive,pubmed-repetitive
5336,noised,pubmed-noised
5337,noised,pubmed-noised
5338,repetitive,pubmed-repetitive
5339,clean,pubmed-clean
5340,clean,pubmed-clean
5341,repetitive,pubmed-repetitive
5342,repetitive,pubmed-repetitive
5343,clean,pubmed-clean
5344,repetitive,pubmed-repetitive
5345,noised,pubmed-noised
5346,noised,pubmed-noised
5347,clean,pubmed-clean
5348,clean,pubmed-clean
5349,clean,pubmed-clean
5350,clean,pubmed-clean
5351,noised,pubmed-noised
5352,repetitive,pubmed-repetitive
5353,clean,pubmed-clean
5354,noised,pubmed-noised
5355,clean,pubmed-clean
5356,clean,pubmed-clean
5357,repetitive,pubmed-repetitive
5358,clean,pubmed-clean
5359,clean,pubmed-clean
5360,noised,pubmed-noised
5361,clean,pubmed-clean
5362,clean,pubmed-clean
5363,clean,pubmed-clean
5364,noised,pubmed-noised
5365,clean,pubmed-clean
5366,noised,pubmed-noised
5367,noised,pubmed-noised
5368,noised,pubmed-noised
5369,noised,pubmed-noised
5370,noised,pubmed-noised
5371,clean,pubmed-clean
5372,clean,pubmed-clean
5373,clean,pubmed-clean
5374,noised,pubmed-noised
5375,noised,pubmed-noised
5376,clean,pubmed-clean
5377,noised,pubmed-noised
5378,repetitive,pubmed-repetitive
5379,clean,pubmed-clean
5380,repetitive,pubmed-repetitive
5381,clean,pubmed-clean
5382,clean,pubmed-clean
5383,clean,pubmed-clean
5384,repetitive,pubmed-repetitive
5385,repetitive,pubmed-repetitive
5386,clean,pubmed-clean
5387,repetitive,pubmed-repetitive
5388,repetitive,pubmed-repetitive
5389,clean,pubmed-clean
5390,repetitive,pubmed-repetitive
5391,repetitive,pubmed-repetitive
5392,repetitive,pubmed-repetitive
5393,repetitive,pubmed-repetitive
5394,repetitive,pubmed-repetitive
5395,clean,pubmed-clean
5396,repetitive,pubmed-repetitive
5397,clean,pubmed-clean
5398,repetitive,pubmed-repetitive
5399,repetitive,pubmed-repetitive
5400,repetitive,pubmed-repetitive
5401,clean,pubmed-clean
5402,clean,pubmed-clean
5403,clean,pubmed-clean
5404,noised,pubmed-noised
5405,repetitive,pubmed-repetitive
5406,noised,pubmed-noised
5407,repetitive,pubmed-repetitive
5408,clean,pubmed-clean
5409,repetitive,pubmed-repetitive
5410,clean,pubmed-clean
5411,clean,pubmed-clean
5412,clean,pubmed-clean
5413,clean,pubmed-clean
5414,repetitive,pubmed-repetitive
5415,noised,pubmed-noised
5416,clean,pubmed-clean
5417,clean,pubmed-clean
5418,clean,pubmed-clean
5419,clean,pubmed-clean
5420,noised,pubmed-noised
5421,clean,pubmed-clean
5422,repetitive,pubmed-repetitive
5423,noised,pubmed-noised
5424,repetitive,pubmed-repetitive
5425,clean,pubmed-clean
5426,noised,pubmed-noised
5427,clean,pubmed-clean
5428,clean,pubmed-clean
5429,noised,pubmed-noised
5430,noised,pubmed-noised
5431,repetitive,pubmed-repetitive
5432,clean,pubmed-clean
5433,repetitive,pubmed-repetitive
5434,clean,pubmed-clean
5435,repetitive,pubmed-repetitive
5436,clean,pubmed-clean
5437,clean,pubmed-clean
5438,noised,pubmed-noised
5439,clean,pubmed-clean
5440,clean,pubmed-clean
5441,clean,pubmed-clean
5442,noised,pubmed-noised
5443,repetitive,pubmed-repetitive
5444,noised,pubmed-noised
5445,repetitive,pubmed-repetitive
5446,repetitive,pubmed-repetitive
5447,clean,pubmed-clean
5448,clean,pubmed-clean
5449,clean,pubmed-clean
5450,clean,pubmed-clean
5451,clean,pubmed-clean
5452,repetitive,pubmed-repetitive
5453,repetitive,pubmed-repetitive
5454,clean,pubmed-clean
5455,clean,pubmed-clean
5456,repetitive,pubmed-repetitive
5457,repetitive,pubmed-repetitive
5458,clean,pubmed-clean
5459,clean,pubmed-clean
5460,repetitive,pubmed-repetitive
5461,repetitive,pubmed-repetitive
5462,clean,pubmed-clean
5463,clean,pubmed-clean
5464,repetitive,pubmed-repetitive
5465,repetitive,pubmed-repetitive
5466,repetitive,pubmed-repetitive
5467,clean,pubmed-clean
5468,clean,pubmed-clean
5469,noised,pubmed-noised
5470,clean,pubmed-clean
5471,clean,pubmed-clean
5472,clean,pubmed-clean
5473,clean,pubmed-clean
5474,repetitive,pubmed-repetitive
5475,repetitive,pubmed-repetitive
5476,repetitive,pubmed-repetitive
5477,clean,pubmed-clean
5478,repetitive,pubmed-repetitive
5479,noised,pubmed-noised
5480,clean,pubmed-clean
5481,repetitive,pubmed-repetitive
5482,noised,pubmed-noised
5483,clean,pubmed-clean
5484,clean,pubmed-clean
5485,clean,pubmed-clean
5486,noised,pubmed-noised
5487,clean,pubmed-clean
5488,repetitive,pubmed-repetitive
5489,noised,pubmed-noised
5490,noised,pubmed-noised
5491,repetitive,pubmed-repetitive
5492,clean,pubmed-clean
5493,repetitive,pubmed-repetitive
5494,noised,pubmed-noised
5495,noised,pubmed-noised
5496,clean,pubmed-clean
5497,clean,pubmed-clean
5498,noised,pubmed-noised
5499,repetitive,pubmed-repetitive
5500,repetitive,pubmed-repetitive
5501,repetitive,pubmed-repetitive
5502,repetitive,pubmed-repetitive
5503,repetitive,pubmed-repetitive
5504,repetitive,pubmed-repetitive
5505,clean,pubmed-clean
5506,clean,pubmed-clean
5507,repetitive,pubmed-repetitive
5508,repetitive,pubmed-repetitive
5509,noised,pubmed-noised
5510,repetitive,pubmed-repetitive
5511,noised,pubmed-noised
5512,noised,pubmed-noised
5513,repetitive,pubmed-repetitive
5514,clean,pubmed-clean
5515,repetitive,pubmed-repetitive
5516,repetitive,pubmed-repetitive
5517,clean,pubmed-clean
5518,clean,pubmed-clean
5519,clean,pubmed-clean
5520,noised,pubmed-noised
5521,noised,pubmed-noised
5522,noised,pubmed-noised
5523,noised,pubmed-noised
5524,repetitive,pubmed-repetitive
5525,clean,pubmed-clean
5526,repetitive,pubmed-repetitive
5527,noised,pubmed-noised
5528,noised,pubmed-noised
5529,noised,pubmed-noised
5530,clean,pubmed-clean
5531,noised,pubmed-noised
5532,repetitive,pubmed-repetitive
5533,noised,pubmed-noised
5534,repetitive,pubmed-repetitive
5535,noised,pubmed-noised
5536,clean,pubmed-clean
5537,clean,pubmed-clean
5538,repetitive,pubmed-repetitive
5539,clean,pubmed-clean
5540,noised,pubmed-noised
5541,repetitive,pubmed-repetitive
5542,clean,pubmed-clean
5543,clean,pubmed-clean
5544,repetitive,pubmed-repetitive
5545,repetitive,pubmed-repetitive
5546,noised,pubmed-noised
5547,repetitive,pubmed-repetitive
5548,noised,pubmed-noised
5549,noised,pubmed-noised
5550,noised,pubmed-noised
5551,clean,pubmed-clean
5552,clean,pubmed-clean
5553,noised,pubmed-noised
5554,clean,pubmed-clean
5555,repetitive,pubmed-repetitive
5556,repetitive,pubmed-repetitive
5557,noised,pubmed-noised
5558,noised,pubmed-noised
5559,repetitive,pubmed-repetitive
5560,clean,pubmed-clean
5561,clean,pubmed-clean
5562,noised,pubmed-noised
5563,repetitive,pubmed-repetitive
5564,repetitive,pubmed-repetitive
5565,noised,pubmed-noised
5566,repetitive,pubmed-repetitive
5567,noised,pubmed-noised
5568,clean,pubmed-clean
5569,repetitive,pubmed-repetitive
5570,clean,pubmed-clean
5571,clean,pubmed-clean
5572,noised,pubmed-noised
5573,clean,pubmed-clean
5574,clean,pubmed-clean
5575,noised,pubmed-noised
5576,noised,pubmed-noised
5577,clean,pubmed-clean
5578,noised,pubmed-noised
5579,repetitive,pubmed-repetitive
5580,clean,pubmed-clean
5581,repetitive,pubmed-repetitive
5582,clean,pubmed-clean
5583,noised,pubmed-noised
5584,repetitive,pubmed-repetitive
5585,clean,pubmed-clean
5586,repetitive,pubmed-repetitive
5587,repetitive,pubmed-repetitive
5588,repetitive,pubmed-repetitive
5589,clean,pubmed-clean
5590,noised,pubmed-noised
5591,clean,pubmed-clean
5592,repetitive,pubmed-repetitive
5593,repetitive,pubmed-repetitive
5594,clean,pubmed-clean
5595,clean,pubmed-clean
5596,clean,pubmed-clean
5597,clean,pubmed-clean
5598,clean,pubmed-clean
5599,noised,pubmed-noised
5600,repetitive,pubmed-repetitive
5601,repetitive,pubmed-repetitive
5602,noised,pubmed-noised
5603,repetitive,pubmed-repetitive
5604,clean,pubmed-clean
5605,clean,pubmed-clean
5606,noised,pubmed-noised
5607,noised,pubmed-noised
5608,noised,pubmed-noised
5609,repetitive,pubmed-repetitive
5610,repetitive,pubmed-repetitive
5611,clean,pubmed-clean
5612,clean,pubmed-clean
5613,clean,pubmed-clean
5614,repetitive,pubmed-repetitive
5615,clean,pubmed-clean
5616,noised,pubmed-noised
5617,clean,pubmed-clean
5618,clean,pubmed-clean
5619,clean,pubmed-clean
5620,repetitive,pubmed-repetitive
5621,repetitive,pubmed-repetitive
5622,noised,pubmed-noised
5623,repetitive,pubmed-repetitive
5624,clean,pubmed-clean
5625,repetitive,pubmed-repetitive
5626,clean,pubmed-clean
5627,clean,pubmed-clean
5628,noised,pubmed-noised
5629,clean,pubmed-clean
5630,clean,pubmed-clean
5631,clean,pubmed-clean
5632,noised,pubmed-noised
5633,clean,pubmed-clean
5634,clean,pubmed-clean
5635,clean,pubmed-clean
5636,clean,pubmed-clean
5637,clean,pubmed-clean
5638,clean,pubmed-clean
5639,clean,pubmed-clean
5640,noised,pubmed-noised
5641,clean,pubmed-clean
5642,repetitive,pubmed-repetitive
5643,noised,pubmed-noised
5644,noised,pubmed-noised
5645,noised,pubmed-noised
5646,repetitive,pubmed-repetitive
5647,repetitive,pubmed-repetitive
5648,clean,pubmed-clean
5649,noised,pubmed-noised
5650,clean,pubmed-clean
5651,noised,pubmed-noised
5652,repetitive,pubmed-repetitive
5653,repetitive,pubmed-repetitive
5654,noised,pubmed-noised
5655,repetitive,pubmed-repetitive
5656,noised,pubmed-noised
5657,clean,pubmed-clean
5658,repetitive,pubmed-repetitive
5659,clean,pubmed-clean
5660,noised,pubmed-noised
5661,noised,pubmed-noised
5662,repetitive,pubmed-repetitive
5663,noised,pubmed-noised
5664,clean,pubmed-clean
5665,clean,pubmed-clean
5666,clean,pubmed-clean
5667,repetitive,pubmed-repetitive
5668,clean,pubmed-clean
5669,clean,pubmed-clean
5670,repetitive,pubmed-repetitive
5671,repetitive,pubmed-repetitive
5672,noised,pubmed-noised
5673,noised,pubmed-noised
5674,clean,pubmed-clean
5675,noised,pubmed-noised
5676,clean,pubmed-clean
5677,noised,pubmed-noised
5678,noised,pubmed-noised
5679,clean,pubmed-clean
5680,noised,pubmed-noised
5681,clean,pubmed-clean
5682,repetitive,pubmed-repetitive
5683,clean,pubmed-clean
5684,noised,pubmed-noised
5685,noised,pubmed-noised
5686,noised,pubmed-noised
5687,repetitive,pubmed-repetitive
5688,noised,pubmed-noised
5689,repetitive,pubmed-repetitive
5690,noised,pubmed-noised
5691,noised,pubmed-noised
5692,clean,pubmed-clean
5693,clean,pubmed-clean
5694,clean,pubmed-clean
5695,noised,pubmed-noised
5696,noised,pubmed-noised
5697,repetitive,pubmed-repetitive
5698,clean,pubmed-clean
5699,clean,pubmed-clean
5700,repetitive,pubmed-repetitive
5701,repetitive,pubmed-repetitive
5702,clean,pubmed-clean
5703,clean,pubmed-clean
5704,clean,pubmed-clean
5705,noised,pubmed-noised
5706,noised,pubmed-noised
5707,noised,pubmed-noised
5708,noised,pubmed-noised
5709,clean,pubmed-clean
5710,clean,pubmed-clean
5711,clean,pubmed-clean
5712,noised,pubmed-noised
5713,noised,pubmed-noised
5714,noised,pubmed-noised
5715,clean,pubmed-clean
5716,noised,pubmed-noised
5717,noised,pubmed-noised
5718,noised,pubmed-noised
5719,repetitive,pubmed-repetitive
5720,noised,pubmed-noised
5721,repetitive,pubmed-repetitive
5722,noised,pubmed-noised
5723,noised,pubmed-noised
5724,repetitive,pubmed-repetitive
5725,noised,pubmed-noised
5726,clean,pubmed-clean
5727,clean,pubmed-clean
5728,clean,pubmed-clean
5729,clean,pubmed-clean
5730,repetitive,pubmed-repetitive
5731,noised,pubmed-noised
5732,noised,pubmed-noised
5733,clean,pubmed-clean
5734,noised,pubmed-noised
5735,noised,pubmed-noised
5736,noised,pubmed-noised
5737,noised,pubmed-noised
5738,repetitive,pubmed-repetitive
5739,repetitive,pubmed-repetitive
5740,clean,pubmed-clean
5741,repetitive,pubmed-repetitive
5742,repetitive,pubmed-repetitive
5743,clean,pubmed-clean
5744,clean,pubmed-clean
5745,clean,pubmed-clean
5746,clean,pubmed-clean
5747,clean,pubmed-clean
5748,noised,pubmed-noised
5749,clean,pubmed-clean
5750,clean,pubmed-clean
5751,clean,pubmed-clean
5752,repetitive,pubmed-repetitive
5753,noised,pubmed-noised
5754,noised,pubmed-noised
5755,clean,pubmed-clean
5756,clean,pubmed-clean
5757,noised,pubmed-noised
5758,repetitive,pubmed-repetitive
5759,noised,pubmed-noised
5760,repetitive,pubmed-repetitive
5761,noised,pubmed-noised
5762,noised,pubmed-noised
5763,repetitive,pubmed-repetitive
5764,noised,pubmed-noised
5765,clean,pubmed-clean
5766,clean,pubmed-clean
5767,noised,pubmed-noised
5768,clean,pubmed-clean
5769,clean,pubmed-clean
5770,noised,pubmed-noised
5771,repetitive,pubmed-repetitive
5772,repetitive,pubmed-repetitive
5773,repetitive,pubmed-repetitive
5774,clean,pubmed-clean
5775,clean,pubmed-clean
5776,repetitive,pubmed-repetitive
5777,clean,pubmed-clean
5778,repetitive,pubmed-repetitive
5779,clean,pubmed-clean
5780,repetitive,pubmed-repetitive
5781,noised,pubmed-noised
5782,repetitive,pubmed-repetitive
5783,noised,pubmed-noised
5784,repetitive,pubmed-repetitive
5785,noised,pubmed-noised
5786,repetitive,pubmed-repetitive
5787,repetitive,pubmed-repetitive
5788,noised,pubmed-noised
5789,clean,pubmed-clean
5790,clean,pubmed-clean
5791,repetitive,pubmed-repetitive
5792,repetitive,pubmed-repetitive
5793,noised,pubmed-noised
5794,clean,pubmed-clean
5795,noised,pubmed-noised
5796,noised,pubmed-noised
5797,noised,pubmed-noised
5798,repetitive,pubmed-repetitive
5799,repetitive,pubmed-repetitive
5800,repetitive,pubmed-repetitive
5801,repetitive,pubmed-repetitive
5802,clean,pubmed-clean
5803,noised,pubmed-noised
5804,clean,pubmed-clean
5805,noised,pubmed-noised
5806,clean,pubmed-clean
5807,noised,pubmed-noised
5808,repetitive,pubmed-repetitive
5809,noised,pubmed-noised
5810,noised,pubmed-noised
5811,noised,pubmed-noised
5812,clean,pubmed-clean
5813,repetitive,pubmed-repetitive
5814,repetitive,pubmed-repetitive
5815,repetitive,pubmed-repetitive
5816,noised,pubmed-noised
5817,clean,pubmed-clean
5818,clean,pubmed-clean
5819,noised,pubmed-noised
5820,repetitive,pubmed-repetitive
5821,clean,pubmed-clean
5822,noised,pubmed-noised
5823,clean,pubmed-clean
5824,clean,pubmed-clean
5825,repetitive,pubmed-repetitive
5826,clean,pubmed-clean
5827,noised,pubmed-noised
5828,clean,pubmed-clean
5829,clean,pubmed-clean
5830,noised,pubmed-noised
5831,clean,pubmed-clean
5832,clean,pubmed-clean
5833,repetitive,pubmed-repetitive
5834,noised,pubmed-noised
5835,noised,pubmed-noised
5836,repetitive,pubmed-repetitive
5837,noised,pubmed-noised
5838,clean,pubmed-clean
5839,repetitive,pubmed-repetitive
5840,noised,pubmed-noised
5841,repetitive,pubmed-repetitive
5842,clean,pubmed-clean
5843,noised,pubmed-noised
5844,clean,pubmed-clean
5845,repetitive,pubmed-repetitive
5846,repetitive,pubmed-repetitive
5847,clean,pubmed-clean
5848,repetitive,pubmed-repetitive
5849,noised,pubmed-noised
5850,repetitive,pubmed-repetitive
5851,repetitive,pubmed-repetitive
5852,clean,pubmed-clean
5853,repetitive,pubmed-repetitive
5854,noised,pubmed-noised
5855,noised,pubmed-noised
5856,noised,pubmed-noised
5857,clean,pubmed-clean
5858,repetitive,pubmed-repetitive
5859,clean,pubmed-clean
5860,noised,pubmed-noised
5861,clean,pubmed-clean
5862,noised,pubmed-noised
5863,clean,pubmed-clean
5864,repetitive,pubmed-repetitive
5865,noised,pubmed-noised
5866,noised,pubmed-noised
5867,noised,pubmed-noised
5868,noised,pubmed-noised
5869,repetitive,pubmed-repetitive
5870,noised,pubmed-noised
5871,repetitive,pubmed-repetitive
5872,clean,pubmed-clean
5873,clean,pubmed-clean
5874,noised,pubmed-noised
5875,repetitive,pubmed-repetitive
5876,repetitive,pubmed-repetitive
5877,clean,pubmed-clean
5878,clean,pubmed-clean
5879,noised,pubmed-noised
5880,repetitive,pubmed-repetitive
5881,repetitive,pubmed-repetitive
5882,clean,pubmed-clean
5883,noised,pubmed-noised
5884,repetitive,pubmed-repetitive
5885,clean,pubmed-clean
5886,repetitive,pubmed-repetitive
5887,clean,pubmed-clean
5888,repetitive,pubmed-repetitive
5889,repetitive,pubmed-repetitive
5890,clean,pubmed-clean
5891,repetitive,pubmed-repetitive
5892,clean,pubmed-clean
5893,noised,pubmed-noised
5894,clean,pubmed-clean
5895,noised,pubmed-noised
5896,noised,pubmed-noised
5897,repetitive,pubmed-repetitive
5898,noised,pubmed-noised
5899,clean,pubmed-clean
5900,noised,pubmed-noised
5901,clean,pubmed-clean
5902,noised,pubmed-noised
5903,clean,pubmed-clean
5904,clean,pubmed-clean
5905,noised,pubmed-noised
5906,repetitive,pubmed-repetitive
5907,clean,pubmed-clean
5908,repetitive,pubmed-repetitive
5909,clean,pubmed-clean
5910,repetitive,pubmed-repetitive
5911,clean,pubmed-clean
5912,noised,pubmed-noised
5913,clean,pubmed-clean
5914,repetitive,pubmed-repetitive
5915,noised,pubmed-noised
5916,noised,pubmed-noised
5917,clean,pubmed-clean
5918,noised,pubmed-noised
5919,noised,pubmed-noised
5920,noised,pubmed-noised
5921,repetitive,pubmed-repetitive
5922,noised,pubmed-noised
5923,repetitive,pubmed-repetitive
5924,clean,pubmed-clean
5925,repetitive,pubmed-repetitive
5926,clean,pubmed-clean
5927,clean,pubmed-clean
5928,repetitive,pubmed-repetitive
5929,clean,pubmed-clean
5930,clean,pubmed-clean
5931,clean,pubmed-clean
5932,repetitive,pubmed-repetitive
5933,repetitive,pubmed-repetitive
5934,noised,pubmed-noised
5935,noised,pubmed-noised
5936,clean,pubmed-clean
5937,clean,pubmed-clean
5938,clean,pubmed-clean
5939,clean,pubmed-clean
5940,clean,pubmed-clean
5941,noised,pubmed-noised
5942,clean,pubmed-clean
5943,noised,pubmed-noised
5944,repetitive,pubmed-repetitive
5945,clean,pubmed-clean
5946,repetitive,pubmed-repetitive
5947,clean,pubmed-clean
5948,repetitive,pubmed-repetitive
5949,noised,pubmed-noised
5950,noised,pubmed-noised
5951,clean,pubmed-clean
5952,clean,pubmed-clean
5953,clean,pubmed-clean
5954,clean,pubmed-clean
5955,clean,pubmed-clean
5956,clean,pubmed-clean
5957,noised,pubmed-noised
5958,clean,pubmed-clean
5959,clean,pubmed-clean
5960,noised,pubmed-noised
5961,clean,pubmed-clean
5962,noised,pubmed-noised
5963,clean,pubmed-clean
5964,clean,pubmed-clean
5965,repetitive,pubmed-repetitive
5966,clean,pubmed-clean
5967,clean,pubmed-clean
5968,repetitive,pubmed-repetitive
5969,repetitive,pubmed-repetitive
5970,repetitive,pubmed-repetitive
5971,clean,pubmed-clean
5972,clean,pubmed-clean
5973,noised,pubmed-noised
5974,clean,pubmed-clean
5975,clean,pubmed-clean
5976,noised,pubmed-noised
5977,repetitive,pubmed-repetitive
5978,clean,pubmed-clean
5979,clean,pubmed-clean
5980,noised,pubmed-noised
5981,noised,pubmed-noised
5982,clean,pubmed-clean
5983,repetitive,pubmed-repetitive
5984,noised,pubmed-noised
5985,clean,pubmed-clean
5986,clean,pubmed-clean
5987,noised,pubmed-noised
5988,repetitive,pubmed-repetitive
5989,clean,pubmed-clean
5990,clean,pubmed-clean
5991,clean,pubmed-clean
5992,noised,pubmed-noised
5993,clean,pubmed-clean
5994,clean,pubmed-clean
5995,noised,pubmed-noised
5996,clean,pubmed-clean
5997,repetitive,pubmed-repetitive
5998,clean,pubmed-clean
5999,clean,pubmed-clean
6000,noised,pubmed-noised
6001,noised,pubmed-noised
6002,repetitive,pubmed-repetitive
6003,noised,pubmed-noised
6004,clean,pubmed-clean
6005,clean,pubmed-clean
6006,noised,pubmed-noised
6007,clean,pubmed-clean
6008,clean,pubmed-clean
6009,noised,pubmed-noised
6010,repetitive,pubmed-repetitive
6011,noised,pubmed-noised
6012,clean,pubmed-clean
6013,clean,pubmed-clean
6014,noised,pubmed-noised
6015,clean,pubmed-clean
6016,clean,pubmed-clean
6017,noised,pubmed-noised
6018,repetitive,pubmed-repetitive
6019,noised,pubmed-noised
6020,noised,pubmed-noised
6021,clean,pubmed-clean
6022,repetitive,pubmed-repetitive
6023,repetitive,pubmed-repetitive
6024,clean,pubmed-clean
6025,clean,pubmed-clean
6026,noised,pubmed-noised
6027,clean,pubmed-clean
6028,noised,pubmed-noised
6029,repetitive,pubmed-repetitive
6030,noised,pubmed-noised
6031,noised,pubmed-noised
6032,repetitive,pubmed-repetitive
6033,repetitive,pubmed-repetitive
6034,clean,pubmed-clean
6035,clean,pubmed-clean
6036,clean,pubmed-clean
6037,repetitive,pubmed-repetitive
6038,clean,pubmed-clean
6039,repetitive,pubmed-repetitive
6040,noised,pubmed-noised
6041,repetitive,pubmed-repetitive
6042,repetitive,pubmed-repetitive
6043,noised,pubmed-noised
6044,clean,pubmed-clean
6045,clean,pubmed-clean
6046,clean,pubmed-clean
6047,clean,pubmed-clean
6048,repetitive,pubmed-repetitive
6049,repetitive,pubmed-repetitive
6050,noised,pubmed-noised
6051,clean,pubmed-clean
6052,clean,pubmed-clean
6053,repetitive,pubmed-repetitive
6054,clean,pubmed-clean
6055,repetitive,pubmed-repetitive
6056,clean,pubmed-clean
6057,repetitive,pubmed-repetitive
6058,repetitive,pubmed-repetitive
6059,clean,pubmed-clean
6060,repetitive,pubmed-repetitive
6061,noised,pubmed-noised
6062,clean,pubmed-clean
6063,noised,pubmed-noised
6064,repetitive,pubmed-repetitive
6065,repetitive,pubmed-repetitive
6066,repetitive,pubmed-repetitive
6067,repetitive,pubmed-repetitive
6068,clean,pubmed-clean
6069,clean,pubmed-clean
6070,noised,pubmed-noised
6071,noised,pubmed-noised
6072,noised,pubmed-noised
6073,clean,pubmed-clean
6074,repetitive,pubmed-repetitive
6075,clean,pubmed-clean
6076,noised,pubmed-noised
6077,noised,pubmed-noised
6078,noised,pubmed-noised
6079,repetitive,pubmed-repetitive
6080,noised,pubmed-noised
6081,noised,pubmed-noised
6082,clean,pubmed-clean
6083,noised,pubmed-noised
6084,clean,pubmed-clean
6085,repetitive,pubmed-repetitive
6086,noised,pubmed-noised
6087,clean,pubmed-clean
6088,clean,pubmed-clean
6089,noised,pubmed-noised
6090,noised,pubmed-noised
6091,noised,pubmed-noised
6092,noised,pubmed-noised
6093,clean,pubmed-clean
6094,repetitive,pubmed-repetitive
6095,noised,pubmed-noised
6096,clean,pubmed-clean
6097,clean,pubmed-clean
6098,clean,pubmed-clean
6099,noised,pubmed-noised
6100,noised,pubmed-noised
6101,clean,pubmed-clean
6102,repetitive,pubmed-repetitive
6103,clean,pubmed-clean
6104,repetitive,pubmed-repetitive
6105,repetitive,pubmed-repetitive
6106,repetitive,pubmed-repetitive
6107,noised,pubmed-noised
6108,noised,pubmed-noised
6109,repetitive,pubmed-repetitive
6110,repetitive,pubmed-repetitive
6111,repetitive,pubmed-repetitive
6112,clean,pubmed-clean
6113,repetitive,pubmed-repetitive
6114,repetitive,pubmed-repetitive
6115,clean,pubmed-clean
6116,clean,pubmed-clean
6117,noised,pubmed-noised
6118,noised,pubmed-noised
6119,noised,pubmed-noised
6120,repetitive,pubmed-repetitive
6121,repetitive,pubmed-repetitive
6122,clean,pubmed-clean
6123,clean,pubmed-clean
6124,clean,pubmed-clean
6125,noised,pubmed-noised
6126,repetitive,pubmed-repetitive
6127,noised,pubmed-noised
6128,repetitive,pubmed-repetitive
6129,repetitive,pubmed-repetitive
6130,noised,pubmed-noised
6131,repetitive,pubmed-repetitive
6132,noised,pubmed-noised
6133,clean,pubmed-clean
6134,clean,pubmed-clean
6135,noised,pubmed-noised
6136,noised,pubmed-noised
6137,repetitive,pubmed-repetitive
6138,repetitive,pubmed-repetitive
6139,clean,pubmed-clean
6140,clean,pubmed-clean
6141,repetitive,pubmed-repetitive
6142,clean,pubmed-clean
6143,noised,pubmed-noised
6144,noised,pubmed-noised
6145,clean,pubmed-clean
6146,noised,pubmed-noised
6147,noised,pubmed-noised
6148,noised,pubmed-noised
6149,noised,pubmed-noised
6150,clean,pubmed-clean
6151,clean,pubmed-clean
6152,noised,pubmed-noised
6153,noised,pubmed-noised
6154,repetitive,pubmed-repetitive
6155,clean,pubmed-clean
6156,clean,pubmed-clean
6157,repetitive,pubmed-repetitive
6158,noised,pubmed-noised
6159,repetitive,pubmed-repetitive
6160,clean,pubmed-clean
6161,noised,pubmed-noised
6162,clean,pubmed-clean
6163,noised,pubmed-noised
6164,noised,pubmed-noised
6165,clean,pubmed-clean
6166,repetitive,pubmed-repetitive
6167,clean,pubmed-clean
6168,clean,pubmed-clean
6169,clean,pubmed-clean
6170,clean,pubmed-clean
6171,clean,pubmed-clean
6172,noised,pubmed-noised
6173,noised,pubmed-noised
6174,repetitive,pubmed-repetitive
6175,clean,pubmed-clean
6176,clean,pubmed-clean
6177,repetitive,pubmed-repetitive
6178,noised,pubmed-noised
6179,clean,pubmed-clean
6180,clean,pubmed-clean
6181,clean,pubmed-clean
6182,repetitive,pubmed-repetitive
6183,repetitive,pubmed-repetitive
6184,repetitive,pubmed-repetitive
6185,clean,pubmed-clean
6186,repetitive,pubmed-repetitive
6187,noised,pubmed-noised
6188,clean,pubmed-clean
6189,clean,pubmed-clean
6190,noised,pubmed-noised
6191,repetitive,pubmed-repetitive
6192,clean,pubmed-clean
